TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel,Transfusion
-695,84.240537789,2.1043947947,82.601109051,2.0472601664,78.588540627,86.613677474,0.5747677891,0.6764990508,-3.336069373,4.6890674745,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-694,84.241166746,2.104374631,82.601852973,2.047239731,78.589324602,86.614381344,0.5753967463,0.6772429727,-3.335285398,4.6897713436,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-693,84.241795703,2.1043546168,82.602596895,2.0472194455,78.590108283,86.615085506,0.5760257035,0.6779868945,-3.334501717,4.6904755065,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-692,84.242424661,2.104334752,82.603340816,2.0471993099,78.59089167,86.615789963,0.5766546607,0.6787308164,-3.33371833,4.6911799631,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-691,84.243053618,2.1043150367,82.604084738,2.0471793242,78.591674763,86.616494714,0.5772836179,0.6794747382,-3.332935237,4.6918847136,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-690,84.243682575,2.1042954708,82.60482866,2.0471594884,78.592457562,86.617199758,0.577912575,0.6802186601,-3.332152438,4.6925897578,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-689,84.244311532,2.1042760544,82.605572582,2.0471398025,78.593240068,86.617905096,0.5785415322,0.6809625819,-3.331369932,4.6932950959,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-688,84.244940489,2.1042567874,82.606316504,2.0471202665,78.59402228,86.618610728,0.5791704894,0.6817065038,-3.33058772,4.6940007278,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-687,84.245569447,2.1042376699,82.607060426,2.0471008804,78.594804198,86.619316653,0.5797994466,0.6824504256,-3.329805802,4.6947066534,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-686,84.246198404,2.1042187018,82.607804347,2.0470816442,78.595585822,86.620022873,0.5804284037,0.6831943475,-3.329024178,4.6954128729,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-685,84.246827361,2.1041998832,82.608548269,2.0470625579,78.596367152,86.620729386,0.5810573609,0.6839382693,-3.328242848,4.6961193863,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-684,84.247456318,2.1041812141,82.609292191,2.0470436216,78.597148189,86.621436193,0.5816863181,0.6846821912,-3.327461811,4.6968261935,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-683,84.248085275,2.1041626945,82.610036113,2.0470248352,78.597928932,86.622143295,0.5823152753,0.685426113,-3.326681068,4.6975332945,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-682,84.248714232,2.1041443243,82.610780035,2.0470061987,78.59870938,86.622850689,0.5829442325,0.6861700349,-3.32590062,4.6982406894,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-681,84.24934319,2.1041261036,82.611523957,2.0469877121,78.599489535,86.623558378,0.5835731896,0.6869139567,-3.325120465,4.6989483782,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-680,84.249972147,2.1041080325,82.612267879,2.0469693755,78.600269396,86.624266361,0.5842021468,0.6876578786,-3.324340604,4.6996563609,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-679,84.250601104,2.1040901108,82.6130118,2.0469511889,78.601048963,86.624974637,0.584831104,0.6884018005,-3.323561037,4.7003646374,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-678,84.251230061,2.1040723386,82.613755722,2.0469331522,78.601828237,86.625683208,0.5854600612,0.6891457223,-3.322781763,4.7010732079,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-677,84.251859018,2.1040547159,82.614499644,2.0469152654,78.602607216,86.626392072,0.5860890183,0.6898896442,-3.322002784,4.7017820722,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-676,84.252487976,2.1040372427,82.615243566,2.0468975286,78.603385902,86.62710123,0.5867179755,0.690633566,-3.321224098,4.7024912305,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-675,84.253116933,2.104019919,82.615987488,2.0468799417,78.604164293,86.627810683,0.5873469327,0.6913774879,-3.320445707,4.7032006826,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-674,84.25374589,2.1040027448,82.61673141,2.0468625049,78.604942391,86.628520429,0.5879758899,0.6921214097,-3.319667609,4.7039104287,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-673,84.254374847,2.1039857202,82.617475332,2.0468452179,78.605720194,86.629230469,0.5886048471,0.6928653316,-3.318889806,4.7046204687,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-672,84.255003804,2.1039688451,82.618219253,2.046828081,78.606497704,86.629940803,0.5892338042,0.6936092534,-3.318112296,4.7053308027,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-671,84.255632761,2.1039521194,82.618963175,2.046811094,78.60727492,86.630651431,0.5898627614,0.6943531753,-3.31733508,4.7060414306,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-670,84.256261719,2.1039355434,82.619707097,2.046794257,78.608051842,86.631362352,0.5904917186,0.6950970971,-3.316558158,4.7067523524,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-669,84.256890676,2.1039191168,82.620451019,2.04677757,78.60882847,86.632073568,0.5911206758,0.695841019,-3.31578153,4.7074635683,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-668,84.257519633,2.1039028398,82.621194941,2.046761033,78.609604804,86.632785078,0.5917496329,0.6965849408,-3.315005196,4.708175078,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-667,84.25814859,2.1038867123,82.621938863,2.046744646,78.610380844,86.633496882,0.5923785901,0.6973288627,-3.314229156,4.7088868818,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-666,84.258777547,2.1038707344,82.622682785,2.0467284089,78.61115659,86.63420898,0.5930075473,0.6980727845,-3.31345341,4.7095989796,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-665,84.259406504,2.1038549059,82.623426706,2.0467123219,78.611932041,86.634921371,0.5936365045,0.6988167064,-3.312677959,4.7103113713,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-664,84.260035462,2.1038392271,82.624170628,2.0466963849,78.612707199,86.635634057,0.5942654617,0.6995606282,-3.311902801,4.711024057,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-663,84.260664419,2.1038236978,82.62491455,2.0466805978,78.613482063,86.636347037,0.5948944188,0.7003045501,-3.311127937,4.7117370368,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-662,84.261293376,2.103808318,82.625658472,2.0466649608,78.614256633,86.63706031,0.595523376,0.7010484719,-3.310353367,4.7124503105,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-661,84.261922333,2.1037930878,82.626402394,2.0466494738,78.615030909,86.637773878,0.5961523332,0.7017923938,-3.309579091,4.7131638783,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-660,84.26255129,2.1037780072,82.627146316,2.0466341368,78.615804891,86.63848774,0.5967812904,0.7025363157,-3.308805109,4.71387774,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-659,84.263180242,2.1037630762,82.627890231,2.0466189498,78.616578573,86.63920189,0.5974102424,0.7032802311,-3.308031427,4.7145918896,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-658,84.263809164,2.103748295,82.628634108,2.0466039132,78.617351921,86.639916295,0.5980391639,0.7040241083,-3.307258079,4.7153062955,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-657,84.264438024,2.103733664,82.629377909,2.0465890272,78.618124898,86.64063092,0.5986680242,0.7047679091,-3.306485102,4.7160209201,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-656,84.265066793,2.1037191834,82.630121595,2.0465742921,78.618897464,86.641345726,0.5992967926,0.705511595,-3.305712536,4.7167357257,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-655,84.265695439,2.1037048535,82.630865128,2.0465597082,78.619669581,86.642060674,0.5999254386,0.7062551279,-3.304940419,4.7174506745,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-654,84.266323932,2.1036906745,82.631608469,2.0465452756,78.62044121,86.642775729,0.6005539316,0.7069984695,-3.30416879,4.7181657287,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-653,84.266952241,2.1036766466,82.632351582,2.0465309947,78.621212313,86.643490851,0.601182241,0.7077415816,-3.303397687,4.7188808506,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-652,84.267580336,2.1036627701,82.633094426,2.0465168656,78.621982849,86.644206002,0.6018103361,0.7084844258,-3.302627151,4.7195960022,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-651,84.268208186,2.1036490451,82.633836964,2.0465028885,78.622752782,86.644921146,0.6024381863,0.709226964,-3.301857218,4.7203111457,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-650,84.268835761,2.1036354717,82.634579158,2.0464890636,78.623522073,86.645636243,0.6030657611,0.7099691579,-3.301087927,4.7210262432,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-649,84.26946303,2.1036220502,82.635320969,2.0464753911,78.624290682,86.646351257,0.6036930299,0.7107109692,-3.300319318,4.7217412568,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-648,84.270089962,2.1036087807,82.63606236,2.046461871,78.625058571,86.647066148,0.604319962,0.7114523597,-3.299551429,4.7224561484,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-647,84.270716527,2.1035956633,82.636803291,2.0464485036,78.625825702,86.64778088,0.6049465268,0.7121932911,-3.298784298,4.72317088,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-646,84.271342694,2.1035826981,82.637543725,2.0464352889,78.626592037,86.648495414,0.6055726937,0.7129337251,-3.298017963,4.7238854137,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-645,84.271968432,2.1035698852,82.638283624,2.0464222271,78.627357536,86.649209711,0.6061984322,0.7136736235,-3.297252464,4.7245997113,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-644,84.272593712,2.1035572247,82.639022948,2.0464093181,78.628122162,86.649923735,0.6068237115,0.7144129481,-3.296487838,4.7253137347,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-643,84.273218501,2.1035447166,82.639761661,2.0463965621,78.628885875,86.650637446,0.6074485012,0.7151516605,-3.295724125,4.7260274458,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-642,84.273842771,2.1035323609,82.640499723,2.0463839592,78.629648639,86.651350806,0.6080727706,0.7158897226,-3.294961361,4.7267408064,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-641,84.274466489,2.1035201578,82.641237096,2.0463715092,78.630410414,86.652063778,0.608696489,0.716627096,-3.294199586,4.7274537783,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-640,84.275089626,2.1035081071,82.641973743,2.0463592123,78.631171162,86.652776323,0.6093196259,0.7173637425,-3.293438838,4.7281663233,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-639,84.275712151,2.1034962089,82.642709624,2.0463470685,78.631930845,86.653488403,0.6099421508,0.7180996239,-3.292679155,4.7288784031,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-638,84.276334033,2.1034844631,82.643444702,2.0463350777,78.632689424,86.654199979,0.6105640329,0.7188347019,-3.291920576,4.7295899794,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-637,84.276955242,2.1034728698,82.644178938,2.0463232398,78.633446862,86.654911014,0.6111852416,0.7195689382,-3.291163138,4.7303010139,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-636,84.277575746,2.1034614288,82.644912295,2.0463115549,78.634203121,86.655621468,0.6118057465,0.7203022945,-3.290406879,4.7310114682,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-635,84.278195517,2.1034501401,82.645644733,2.0463000229,78.634958162,86.656331304,0.6124255167,0.7210347327,-3.289651838,4.7317213039,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-634,84.278814522,2.1034390036,82.646376214,2.0462886436,78.635711946,86.657040483,0.6130445219,0.7217662145,-3.288898054,4.7324304826,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-633,84.279432731,2.1034280191,82.647106702,2.046277417,78.636464437,86.657748966,0.6136627312,0.7224967015,-3.288145563,4.7331389659,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-632,84.280050114,2.1034171867,82.647836156,2.0462663429,78.637215596,86.658456715,0.6142801143,0.7232261556,-3.287394404,4.7338467151,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-631,84.28066664,2.103406506,82.648564538,2.0462554213,78.637965385,86.659163692,0.6148966403,0.7239545385,-3.286644615,4.7345536919,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-630,84.281282279,2.103395977,82.649291812,2.0462446519,78.638713766,86.659869858,0.6155122788,0.7246818119,-3.285896234,4.7352598577,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-629,84.281896999,2.1033855994,82.650017938,2.0462340346,78.639460701,86.660575174,0.6161269991,0.7254079376,-3.285149299,4.7359651738,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-628,84.282510771,2.1033753732,82.650742877,2.0462235693,78.640206153,86.661279602,0.6167407706,0.7261328773,-3.284403847,4.7366696017,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-627,84.283123563,2.1033652981,82.651466593,2.0462132556,78.640950083,86.661983103,0.6173535627,0.7268565927,-3.283659917,4.7373731027,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-626,84.283735345,2.1033553739,82.652189046,2.0462030935,78.641692453,86.662685638,0.6179653448,0.7275790457,-3.282917547,4.7380756382,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-625,84.284346086,2.1033456002,82.652910198,2.0461930826,78.642433226,86.663387169,0.6185760863,0.7283001979,-3.282176774,4.7387771693,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-624,84.284955757,2.103335977,82.653630011,2.0461832227,78.643172365,86.664087657,0.6191857567,0.729020011,-3.281437635,4.7394776575,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-623,84.285564325,2.103326504,82.654348447,2.0461735137,78.64390983,86.664787064,0.6197943251,0.7297384469,-3.28070017,4.7401770638,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-622,84.286171761,2.1033171807,82.655065467,2.046163955,78.644645585,86.66548535,0.6204017612,0.7304554673,-3.279964415,4.7408753496,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-621,84.286778034,2.103308007,82.655781034,2.0461545466,78.645379592,86.666182476,0.6210080343,0.7311710339,-3.279230408,4.741572476,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-620,84.287383114,2.1032989826,82.656495108,2.0461452881,78.646111813,86.666878404,0.6216131137,0.7318851084,-3.278498187,4.742268404,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-619,84.287986969,2.103290107,82.657207653,2.0461361791,78.64684221,86.667573095,0.6222169688,0.7325976526,-3.27776779,4.7429630949,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-618,84.288589569,2.10328138,82.657918628,2.0461272193,78.647570747,86.66826651,0.6228195692,0.7333086283,-3.277039253,4.7436565097,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-617,84.289190884,2.1032728012,82.658627997,2.0461184084,78.648297385,86.668958609,0.623420884,0.7340179971,-3.276312615,4.7443486094,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
-616,84.289790883,2.1032643703,82.659335721,2.046109746,78.649022087,86.669649355,0.6240208829,0.7347257209,-3.275587913,4.7450393551,HR,Transfusion,Transfusion Effect,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm),1
