DonorSex,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
1,-710,88.167332012,0.4419186136,88.200910956,0.4405994767,87.337351739,89.064470174,86.939973218,88.665493347,0.3347522589,0.3981776737,-0.465381544,1.2617368914,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-709,88.167947947,0.441911422,88.201449457,0.4405922989,87.337904307,89.064994606,86.939973218,88.665493347,0.335368193,0.398716174,-0.464828976,1.2622613236,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-708,88.168563881,0.4419042788,88.201987957,0.4405851695,87.338456781,89.065519133,86.939973218,88.665493347,0.3359841271,0.3992546743,-0.464276502,1.2627858506,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-707,88.169179815,0.441897184,88.202526457,0.4405780885,87.33900916,89.066043755,86.939973218,88.665493347,0.3366000612,0.3997931747,-0.463724123,1.2633104724,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-706,88.169795749,0.4418901376,88.203064958,0.4405710559,87.339561444,89.066568472,86.939973218,88.665493347,0.3372159953,0.400331675,-0.463171839,1.2638351891,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-705,88.170411683,0.4418831397,88.203603458,0.4405640716,87.340113633,89.067093283,86.939973218,88.665493347,0.3378319294,0.4008701754,-0.46261965,1.2643600005,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-704,88.171027617,0.4418761901,88.204141958,0.4405571358,87.340665727,89.06761819,86.939973218,88.665493347,0.3384478635,0.4014086757,-0.462067555,1.2648849069,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-703,88.171643551,0.441869289,88.204680459,0.4405502483,87.341217727,89.068143191,86.939973218,88.665493347,0.3390637976,0.4019471761,-0.461515556,1.265409908,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-702,88.172259485,0.4418624363,88.205218959,0.4405434092,87.341769632,89.068668287,86.939973218,88.665493347,0.3396797317,0.4024856764,-0.460963651,1.265935004,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-701,88.172875419,0.441855632,88.205757459,0.4405366185,87.342321441,89.069193477,86.939973218,88.665493347,0.3402956658,0.4030241768,-0.460411841,1.2664601948,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-700,88.173491353,0.4418488761,88.20629596,0.4405298762,87.342873157,89.069718763,86.939973218,88.665493347,0.3409115999,0.4035626771,-0.459860126,1.2669854805,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-699,88.174107288,0.4418421686,88.20683446,0.4405231823,87.343424777,89.070244144,86.939973218,88.665493347,0.341527534,0.4041011775,-0.459308506,1.267510861,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-698,88.174723222,0.4418355096,88.207372961,0.4405165368,87.343976302,89.070769619,86.939973218,88.665493347,0.3421434681,0.4046396778,-0.458756981,1.2680363364,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-697,88.175339156,0.441828899,88.207911461,0.4405099396,87.344527732,89.071295189,86.939973218,88.665493347,0.3427594022,0.4051781782,-0.45820555,1.2685619066,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-696,88.17595509,0.4418223368,88.208449961,0.4405033909,87.345079068,89.071820854,86.939973218,88.665493347,0.3433753364,0.4057166785,-0.457654215,1.2690875717,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-695,88.176571024,0.441815823,88.208988462,0.4404968906,87.345630309,89.072346614,86.939973218,88.665493347,0.3439912705,0.4062551789,-0.457102974,1.2696133317,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-694,88.177186958,0.4418093577,88.209526962,0.4404904387,87.346181455,89.072872469,86.939973218,88.665493347,0.3446072046,0.4067936792,-0.456551828,1.2701391866,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-693,88.177802892,0.4418029408,88.210065462,0.4404840352,87.346732506,89.073398419,86.939973218,88.665493347,0.3452231387,0.4073321796,-0.456000777,1.2706651363,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-692,88.178418826,0.4417965724,88.210603963,0.4404776802,87.347283462,89.073924464,86.939973218,88.665493347,0.3458390728,0.4078706799,-0.455449821,1.2711911809,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-691,88.17903476,0.4417902524,88.211142463,0.4404713735,87.347834323,89.074450603,86.939973218,88.665493347,0.3464550069,0.4084091803,-0.45489896,1.2717173204,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-690,88.179650695,0.4417839808,88.211680963,0.4404651152,87.348385089,89.074976838,86.939973218,88.665493347,0.347070941,0.4089476806,-0.454348194,1.2722435548,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-689,88.180266629,0.4417777577,88.212219464,0.4404589054,87.348935761,89.075503167,86.939973218,88.665493347,0.3476868751,0.409486181,-0.453797522,1.2727698841,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-688,88.180882563,0.441771583,88.212757964,0.440452744,87.349486337,89.076029591,86.939973218,88.665493347,0.3483028092,0.4100246813,-0.453246946,1.2732963083,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-687,88.181498497,0.4417654568,88.213296464,0.440446631,87.350036819,89.07655611,86.939973218,88.665493347,0.3489187433,0.4105631817,-0.452696464,1.2738228274,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-686,88.182114431,0.441759379,88.213834965,0.4404405664,87.350587205,89.077082724,86.939973218,88.665493347,0.3495346774,0.411101682,-0.452146077,1.2743494414,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-685,88.182730365,0.4417533496,88.214373465,0.4404345502,87.351137497,89.077609433,86.939973218,88.665493347,0.3501506115,0.4116401824,-0.451595786,1.2748761503,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-684,88.183346299,0.4417473688,88.214911965,0.4404285825,87.351687694,89.078136237,86.939973218,88.665493347,0.3507665456,0.4121786827,-0.451045589,1.2754029541,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-683,88.183962233,0.4417414363,88.215450466,0.4404226632,87.352237796,89.078663136,86.939973218,88.665493347,0.3513824797,0.4127171831,-0.450495487,1.2759298528,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-682,88.184578167,0.4417355524,88.215988966,0.4404167924,87.352787803,89.079190129,86.939973218,88.665493347,0.3519984138,0.4132556834,-0.44994548,1.2764568465,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-681,88.185194101,0.4417297169,88.216527466,0.4404109699,87.353337715,89.079717218,86.939973218,88.665493347,0.352614348,0.4137941838,-0.449395568,1.2769839351,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-680,88.185810036,0.4417239298,88.217065967,0.4404051959,87.353887532,89.080244401,86.939973218,88.665493347,0.3532302821,0.4143326841,-0.44884575,1.2775111186,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-679,88.18642597,0.4417181913,88.217604467,0.4403994704,87.354437255,89.08077168,86.939973218,88.665493347,0.3538462162,0.4148711845,-0.448296028,1.278038397,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-678,88.187041904,0.4417125011,88.218142968,0.4403937932,87.354986882,89.081299053,86.939973218,88.665493347,0.3544621503,0.4154096848,-0.447746401,1.2785657704,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-677,88.187657838,0.4417068595,88.218681468,0.4403881646,87.355536414,89.081826521,86.939973218,88.665493347,0.3550780844,0.4159481852,-0.447196868,1.2790932388,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-676,88.188273772,0.4417012663,88.219219968,0.4403825843,87.356085852,89.082354085,86.939973218,88.665493347,0.3556940185,0.4164866855,-0.446647431,1.279620802,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-675,88.188889706,0.4416957216,88.219758469,0.4403770525,87.356635194,89.082881743,86.939973218,88.665493347,0.3563099526,0.4170251859,-0.446098089,1.2801484603,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-674,88.18950564,0.4416902254,88.220296969,0.4403715692,87.357184442,89.083409496,86.939973218,88.665493347,0.3569258867,0.4175636862,-0.445548841,1.2806762134,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-673,88.190121574,0.4416847776,88.220835469,0.4403661343,87.357733594,89.083937344,86.939973218,88.665493347,0.3575418208,0.4181021866,-0.444999688,1.2812040616,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-672,88.190737508,0.4416793783,88.22137397,0.4403607478,87.358282652,89.084465287,86.939973218,88.665493347,0.3581577549,0.4186406869,-0.444450631,1.2817320047,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-671,88.191353443,0.4416740275,88.22191247,0.4403554098,87.358831614,89.084993325,86.939973218,88.665493347,0.358773689,0.4191791873,-0.443901668,1.2822600427,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-670,88.191969377,0.4416687252,88.22245097,0.4403501203,87.359380482,89.085521458,86.939973218,88.665493347,0.3593896231,0.4197176876,-0.443352801,1.2827881757,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-669,88.192585311,0.4416634713,88.222989471,0.4403448792,87.359929255,89.086049686,86.939973218,88.665493347,0.3600055572,0.420256188,-0.442804028,1.2833164037,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-668,88.193201245,0.441658266,88.223527971,0.4403396865,87.360477933,89.086578009,86.939973218,88.665493347,0.3606214913,0.4207946883,-0.44225535,1.2838447267,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-667,88.193817179,0.4416531091,88.224066471,0.4403345423,87.361026515,89.087106427,86.939973218,88.665493347,0.3612374254,0.4213331887,-0.441706767,1.2843731446,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-666,88.194433113,0.4416480007,88.224604972,0.4403294466,87.361575003,89.08763494,86.939973218,88.665493347,0.3618533595,0.421871689,-0.44115828,1.2849016575,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-665,88.195049047,0.4416429408,88.225143472,0.4403243994,87.362123396,89.088163548,86.939973218,88.665493347,0.3624692937,0.4224101893,-0.440609887,1.2854302654,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-664,88.195664981,0.4416379294,88.225681972,0.4403194006,87.362671694,89.088692251,86.939973218,88.665493347,0.3630852278,0.4229486897,-0.440061589,1.2859589683,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-663,88.196280915,0.4416329665,88.226220473,0.4403144502,87.363219897,89.089221049,86.939973218,88.665493347,0.3637011619,0.42348719,-0.439513386,1.2864877662,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-662,88.19689685,0.4416280521,88.226758973,0.4403095484,87.363768004,89.089749942,86.939973218,88.665493347,0.364317096,0.4240256904,-0.438965278,1.2870166591,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-661,88.197512784,0.4416231861,88.227297473,0.440304695,87.364316017,89.09027893,86.939973218,88.665493347,0.3649330301,0.4245641907,-0.438417265,1.2875456469,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-660,88.198128718,0.4416183687,88.227835974,0.44029989,87.364863935,89.090808012,86.939973218,88.665493347,0.3655489642,0.4251026911,-0.437869348,1.2880747298,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-659,88.198744651,0.4416135998,88.228374473,0.4402951336,87.365411757,89.091337189,86.939973218,88.665493347,0.3661648971,0.4256411903,-0.437321526,1.2886039065,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-658,88.199360577,0.4416088794,88.228912965,0.4402904257,87.365959477,89.091866454,86.939973218,88.665493347,0.366780823,0.4261796828,-0.436773806,1.2891331717,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-657,88.199976488,0.4416042078,88.229451444,0.4402857665,87.366507087,89.092395801,86.939973218,88.665493347,0.3673967348,0.4267181617,-0.436226195,1.2896625188,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-656,88.200592379,0.4415995849,88.229989903,0.440281156,87.367054582,89.092925224,86.939973218,88.665493347,0.3680126255,0.4272566204,-0.4356787,1.2901919411,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-655,88.201208242,0.4415950109,88.230528335,0.4402765944,87.367601955,89.093454715,86.939973218,88.665493347,0.368628488,0.427795052,-0.435131328,1.2907214321,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-654,88.201824069,0.4415904858,88.231066733,0.4402720816,87.368149197,89.093984268,86.939973218,88.665493347,0.3692443153,0.4283334499,-0.434584085,1.2912509851,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-653,88.202439854,0.4415860097,88.23160509,0.4402676178,87.368696303,89.094513876,86.939973218,88.665493347,0.3698601003,0.4288718071,-0.434036979,1.2917805935,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-652,88.20305559,0.4415815827,88.2321434,0.4402632031,87.369243266,89.095043533,86.939973218,88.665493347,0.370475836,0.4294101171,-0.433490016,1.2923102507,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-651,88.203671269,0.4415772047,88.232681656,0.4402588374,87.369790079,89.095573233,86.939973218,88.665493347,0.3710915153,0.429948373,-0.432943204,1.29283995,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-650,88.204286885,0.441572876,88.233219851,0.4402545209,87.370336734,89.096102968,86.939973218,88.665493347,0.3717071313,0.430486568,-0.432396549,1.2933696849,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-649,88.20490243,0.4415685964,88.233757978,0.4402502536,87.370883225,89.096632731,86.939973218,88.665493347,0.3723226768,0.4310246955,-0.431850057,1.2938994485,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-648,88.205517898,0.4415643662,88.234296031,0.4402460355,87.371429546,89.097162517,86.939973218,88.665493347,0.3729381449,0.4315627486,-0.431303737,1.2944292343,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-647,88.206133282,0.4415601852,88.234834003,0.4402418667,87.371975688,89.097692318,86.939973218,88.665493347,0.3735535284,0.4321007206,-0.430757594,1.2949590356,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-646,88.206748574,0.4415560536,88.235371887,0.4402377471,87.372521647,89.098222128,86.939973218,88.665493347,0.3741688204,0.4326386048,-0.430211636,1.2954888456,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-645,88.207363767,0.4415519713,88.235909677,0.4402336769,87.373067414,89.09875194,86.939973218,88.665493347,0.3747840137,0.4331763943,-0.429665869,1.2960186577,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-644,88.207978855,0.4415479384,88.236447365,0.4402296561,87.373612982,89.099281748,86.939973218,88.665493347,0.3753991014,0.4337140824,-0.4291203,1.2965484651,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-643,88.20859383,0.4415439549,88.236984945,0.4402256846,87.374158346,89.099811544,86.939973218,88.665493347,0.3760140764,0.4342516624,-0.428574936,1.2970782611,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-642,88.209208685,0.4415400207,88.23752241,0.4402217625,87.374703499,89.100341322,86.939973218,88.665493347,0.3766289316,0.4347891274,-0.428029784,1.297608039,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-641,88.209823414,0.441536136,88.238059754,0.4402178898,87.375248432,89.100871075,86.939973218,88.665493347,0.3772436601,0.4353264708,-0.42748485,1.298137792,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-640,88.210438008,0.4415323008,88.238596969,0.4402140664,87.375793141,89.101400796,86.939973218,88.665493347,0.3778582547,0.4358636858,-0.426940142,1.2986675133,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-639,88.211052462,0.4415285149,88.239134048,0.4402102925,87.376337618,89.101930479,86.939973218,88.665493347,0.3784727085,0.4364007656,-0.426395665,1.2991971963,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-638,88.211666768,0.4415247784,88.239670986,0.4402065679,87.376881856,89.102460117,86.939973218,88.665493347,0.3790870143,0.4369377034,-0.425851427,1.299726834,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-637,88.212280919,0.4415210912,88.240207775,0.4402028926,87.377425848,89.102989702,86.939973218,88.665493347,0.3797011652,0.4374744926,-0.425307435,1.3002564198,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-636,88.212894908,0.4415174535,88.240744409,0.4401992667,87.377969589,89.103519229,86.939973218,88.665493347,0.3803151541,0.4380111263,-0.424763694,1.3007859468,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-635,88.213508727,0.441513865,88.24128088,0.44019569,87.37851307,89.104048691,86.939973218,88.665493347,0.3809289739,0.4385475977,-0.424220213,1.3013154081,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-634,88.214122371,0.4415103259,88.241817183,0.4401921626,87.379056286,89.10457808,86.939973218,88.665493347,0.3815426177,0.4390839002,-0.423676997,1.3018447971,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-633,88.214735832,0.441506836,88.24235331,0.4401886845,87.37959923,89.105107389,86.939973218,88.665493347,0.3821560783,0.439620027,-0.423134053,1.3023741068,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-632,88.215349102,0.4415033953,88.242889254,0.4401852555,87.380141895,89.105636613,86.939973218,88.665493347,0.3827693487,0.4401559712,-0.422591388,1.3029033304,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-631,88.215962175,0.4415000038,88.243425009,0.4401818757,87.380684274,89.106165744,86.939973218,88.665493347,0.3833824219,0.4406917262,-0.422049009,1.3034324611,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-630,88.216575044,0.4414966615,88.243960568,0.440178545,87.381226361,89.106694775,86.939973218,88.665493347,0.3839952908,0.4412272852,-0.421506922,1.3039614919,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-629,88.217187702,0.4414933681,88.244495924,0.4401752633,87.381768149,89.107223699,86.939973218,88.665493347,0.3846079485,0.4417626414,-0.420965133,1.3044904161,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-628,88.217800141,0.4414901238,88.245031071,0.4401720305,87.382309632,89.107752509,86.939973218,88.665493347,0.3852203877,0.442297788,-0.420423651,1.3050192266,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-627,88.218412355,0.4414869284,88.245566001,0.4401688467,87.382850803,89.108281199,86.939973218,88.665493347,0.3858326016,0.4428327184,-0.41988248,1.3055479168,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-626,88.219024337,0.4414837818,88.246100708,0.4401657116,87.383391655,89.108809762,86.939973218,88.665493347,0.386444583,0.4433674257,-0.419341628,1.3060764795,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
1,-625,88.219636078,0.441480684,88.246635186,0.4401626253,87.383932181,89.109338191,86.939973218,88.665493347,0.387056325,0.4439019032,-0.418801102,1.306604908,HR,DonorSex,Donor Sex,Vital Parameter Trajectory: Heart Rate (bpm),HR (bpm),Change in   HR (bpm)
