DonorParity,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
0,19,80.398584493,1.3949382706,75.873713715,1.2813485156,73.36230879,78.385118639,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,20,80.421500666,1.3948741017,75.893520053,1.2812811212,73.382247219,78.404792886,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,21,80.444596986,1.3948082488,75.91347451,1.2812119331,73.402337283,78.424611737,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,22,80.467863706,1.3947408867,75.933569062,1.2811411388,73.42257059,78.444567535,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,23,80.491291082,1.3946721892,75.953795684,1.281068924,73.442938751,78.464652618,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,24,80.514869367,1.3946023281,75.974146351,1.280995473,73.463433379,78.484859323,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,25,80.538588816,1.3945314736,75.994613038,1.2809209678,73.484046094,78.505179982,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,26,80.562439683,1.3944597933,76.01518772,1.2808455882,73.504768518,78.525606923,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,27,80.586412223,1.3943874524,76.035862374,1.2807695107,73.525592281,78.546132466,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,28,80.610496689,1.3943146129,76.056628972,1.2806929091,73.546509017,78.566748928,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,29,80.634683335,1.3942414338,76.077479492,1.2806159532,73.567510368,78.587448616,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,30,80.658962417,1.3941680703,76.098405908,1.2805388094,73.588587984,78.608223833,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,31,80.683324188,1.3940946739,76.119400196,1.2804616397,73.609733521,78.62906687,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,32,80.707758903,1.394021392,76.140454329,1.2803846019,73.630938647,78.649970012,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,33,80.732256816,1.3939483677,76.161560285,1.280307849,73.652195036,78.670925534,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,34,80.756808181,1.3938757394,76.182710038,1.2802315292,73.673494373,78.691925703,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,35,80.781403252,1.3938036409,76.203895563,1.2801557855,73.694828353,78.712962772,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,36,80.806032284,1.3937322009,76.225108835,1.2800807554,73.716188682,78.734028987,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,37,80.830685531,1.3936615428,76.246341829,1.2800065711,73.737567076,78.755116583,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,38,80.855353247,1.3935917848,76.267586522,1.2799333587,73.758955262,78.776217781,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,39,80.880025686,1.3935230396,76.288834887,1.2798612388,73.780344981,78.797324794,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,40,80.904693103,1.3934554141,76.310078901,1.2797903253,73.801727982,78.818429819,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,41,80.929345753,1.3933890093,76.331310538,1.2797207264,73.823096031,78.839525044,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,42,80.953973888,1.3933239205,76.352521773,1.2796525435,73.844440903,78.860602643,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,43,80.978567764,1.3932602368,76.373704582,1.2795858718,73.865754386,78.881654777,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,44,81.003117635,1.3931980411,76.39485094,1.2795207997,73.887028284,78.902673596,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,45,81.027613755,1.3931374103,76.415952822,1.279457409,73.90825441,78.923651234,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,46,81.052046378,1.3930784147,76.437002203,1.2793957746,73.929424593,78.944579814,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,47,81.076405759,1.3930211184,76.457991059,1.2793359648,73.950530674,78.965451444,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,48,81.100682151,1.3929655793,76.478911365,1.2792780408,73.971564509,78.98625822,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,49,81.12486581,1.3929118485,76.499755095,1.279222057,73.992517966,79.006992224,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,50,81.148946989,1.3928599709,76.520514225,1.279168061,74.013382927,79.027645524,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,51,81.172915943,1.3928099851,76.541180731,1.2791160934,74.034151287,79.048210175,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,52,81.196762925,1.392761923,76.561746587,1.2790661878,74.054814957,79.068678218,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,53,81.220478191,1.3927158105,76.582203769,1.2790183712,74.075365858,79.08904168,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,54,81.244051995,1.3926716667,76.602544252,1.2789726636,74.095795926,79.109292578,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,55,81.26747459,1.3926295049,76.622760011,1.2789290783,74.116097111,79.129422911,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,56,81.29073623,1.392589332,76.642843021,1.2788876221,74.136261374,79.149424668,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,57,81.313827172,1.3925511486,76.662785257,1.2788482949,74.156280691,79.169289824,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,58,81.336737667,1.3925149497,76.682578695,1.2788110906,74.176147048,79.189010343,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,59,81.359457972,1.3924807242,76.70221531,1.2787759964,74.195852447,79.208578174,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,60,81.381978339,1.3924484552,76.721687077,1.2787429935,74.215388898,79.227985257,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,61,81.404290774,1.3924181147,76.740987413,1.2787120512,74.23474988,79.247224946,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,62,81.426394277,1.3923896492,76.7601155,1.2786831116,74.253934688,79.266296313,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,63,81.448289602,1.3923630002,76.779071963,1.278656112,74.272944069,79.285199857,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,64,81.469977499,1.3923381101,76.797857425,1.2786309903,74.291778769,79.303936081,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,65,81.491458721,1.3923149225,76.81647251,1.2786076858,74.31043953,79.32250549,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,66,81.512734019,1.3922933818,76.834917844,1.2785861389,74.328927095,79.340908592,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,67,81.533804146,1.3922734337,76.853194049,1.2785662908,74.347242202,79.359145896,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,68,81.554669853,1.3922550245,76.87130175,1.2785480841,74.365385588,79.377217913,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,69,81.575331892,1.3922381019,76.889241571,1.2785314624,74.383357987,79.395125156,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,70,81.595791015,1.3922226143,76.907014137,1.2785163702,74.401160133,79.412868141,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,71,81.616047973,1.3922085113,76.92462007,1.2785027531,74.418792755,79.430447386,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,72,81.636103519,1.3921957431,76.942059996,1.2784905579,74.436256584,79.447863409,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,73,81.655958405,1.3921842613,76.959334539,1.2784797321,74.453552344,79.465116734,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,74,81.675613381,1.392174018,76.976444322,1.2784702246,74.470680762,79.482207882,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,75,81.695069201,1.3921649666,76.99338997,1.278461985,74.487642559,79.49913738,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,76,81.714326615,1.3921570612,77.010172106,1.2784549639,74.504438456,79.515905756,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,77,81.733386377,1.3921502569,77.026791355,1.2784491132,74.521069173,79.532513538,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,78,81.752249237,1.3921445097,77.043248342,1.2784443853,74.537535426,79.548961258,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,79,81.770915947,1.3921397764,77.059543689,1.278440734,74.55383793,79.565249449,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,80,81.78938726,1.3921360147,77.075678022,1.2784381138,74.569977398,79.581378646,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,81,81.807663926,1.3921331834,77.091651964,1.2784364801,74.585954542,79.597349386,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,82,81.825746699,1.3921312418,77.107466139,1.2784357894,74.601770071,79.613162207,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,83,81.843636329,1.3921301503,77.123121172,1.2784359991,74.617424693,79.628817651,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,84,81.86133357,1.3921298702,77.138617686,1.2784370673,74.632919113,79.644316259,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,85,81.878839171,1.3921303634,77.153956306,1.2784389534,74.648254037,79.659658576,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,86,81.896153886,1.3921315927,77.169137656,1.2784416172,74.663430166,79.674845147,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,87,81.913278466,1.3921335219,77.18416236,1.2784450197,74.6784482,79.689876519,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,88,81.930213663,1.3921361153,77.199031042,1.2784491228,74.69330884,79.704753243,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,89,81.946960229,1.3921393383,77.213744326,1.278453889,74.708012783,79.719475868,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,90,81.963518915,1.392143157,77.228302836,1.2784592819,74.722560723,79.734044949,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,91,81.979890474,1.3921475381,77.242707196,1.2784652659,74.736953355,79.748461037,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,92,81.996075657,1.3921524492,77.256958031,1.278471806,74.751191371,79.762724691,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,93,82.012075217,1.3921578588,77.271055964,1.2784788683,74.765275463,79.776836466,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,94,82.027889904,1.392163736,77.28500162,1.2784864196,74.779206318,79.790796922,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,95,82.043520472,1.3921700505,77.298795623,1.2784944276,74.792984626,79.80460662,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,96,82.058967671,1.3921767731,77.312438597,1.2785028605,74.806611071,79.818266122,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,97,82.074232254,1.3921838749,77.325931165,1.2785116876,74.820086339,79.831775992,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,98,82.089314972,1.3921913282,77.339273953,1.2785208789,74.833411112,79.845136794,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,99,82.104216577,1.3921991056,77.352467584,1.2785304049,74.846586072,79.858349095,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,100,82.118937821,1.3922071805,77.365512682,1.2785402374,74.859611898,79.871413465,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,101,82.133479457,1.3922155271,77.378409871,1.2785503483,74.872489271,79.884330471,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,102,82.147842235,1.3922241203,77.391159776,1.2785607107,74.885218865,79.897100686,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,103,82.162026907,1.3922329354,77.40376302,1.2785712982,74.897801359,79.909724681,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,104,82.176034226,1.3922419487,77.416220228,1.2785820853,74.910237424,79.922203032,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,105,82.189864944,1.392251137,77.428532024,1.278593047,74.922527735,79.934536312,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,106,82.203519811,1.3922604777,77.440699031,1.278604159,74.934672964,79.946725099,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,107,82.21699958,1.3922699489,77.452721875,1.278615398,74.946673779,79.958769971,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,108,82.230305004,1.3922795293,77.464601179,1.2786267409,74.958530851,79.970671506,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,109,82.243436832,1.3922891983,77.476337566,1.2786381658,74.970244847,79.982430286,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,110,82.256395819,1.3922989358,77.487931663,1.2786496509,74.981816432,79.994046893,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,111,82.269182714,1.3923087224,77.499384091,1.2786611755,74.993246273,80.005521909,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,112,82.281798271,1.3923185393,77.510695476,1.2786727193,75.004535032,80.01685592,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,113,82.294243241,1.3923283681,77.521866442,1.2786842628,75.015683373,80.02804951,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,114,82.306518376,1.3923381913,77.532897612,1.2786957869,75.026691956,80.039103267,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,115,82.318624427,1.3923479916,77.543789611,1.2787072734,75.037561442,80.05001778,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,116,82.330562147,1.3923577526,77.554543063,1.2787187044,75.04829249,80.060793636,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,117,82.342332287,1.3923674582,77.565158592,1.2787300628,75.058885757,80.071431427,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,118,82.353935599,1.3923770931,77.575636822,1.2787413321,75.069341899,80.081931745,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,119,82.365372836,1.3923866423,77.585978377,1.2787524963,75.079661573,80.092295182,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,120,82.376644748,1.3923960914,77.596183882,1.27876354,75.089845432,80.102522331,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,121,82.387752088,1.3924054266,77.60625396,1.2787744482,75.09989413,80.112613789,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,122,82.398695608,1.3924146346,77.616189235,1.2787852068,75.109808319,80.122570151,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,123,82.409476059,1.3924237025,77.625990333,1.278795802,75.11958865,80.132392015,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,124,82.420094193,1.392432618,77.635657875,1.2788062206,75.129235773,80.142079978,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,125,82.430550762,1.3924413692,77.645192488,1.2788164498,75.138750337,80.151634639,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,126,82.440846519,1.3924499449,77.654594795,1.2788264777,75.148132989,80.1610566,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,127,82.450982214,1.392458334,77.663865419,1.2788362924,75.157384377,80.170346461,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,128,82.460958599,1.3924665263,77.673004986,1.2788458829,75.166505147,80.179504825,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,129,82.470776428,1.3924745117,77.682014119,1.2788552385,75.175495943,80.188532295,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,130,82.48043645,1.3924822808,77.690893443,1.278864349,75.18435741,80.197429475,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,131,82.489939418,1.3924898246,77.69964358,1.2788732049,75.193090191,80.20619697,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,132,82.499286085,1.3924971343,77.708265157,1.2788817969,75.201694927,80.214835386,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,133,82.508477201,1.3925042018,77.716758796,1.2788901162,75.21017226,80.223345331,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,134,82.517513519,1.3925110195,77.725125122,1.2788981546,75.218522831,80.231727412,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,135,82.526395791,1.3925175798,77.733364758,1.2789059043,75.226747279,80.239982238,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,136,82.535124767,1.392523876,77.74147833,1.2789133578,75.234846242,80.248110418,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
0,137,82.543701201,1.3925299014,77.74946646,1.2789205083,75.242820358,80.256112563,ARTm,DonorParity,Donor Parity,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
