wdy_donation,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
2,14,80.5410983,1.4084478259,76.406353521,1.2946959272,73.868788066,78.943918975,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,15,80.571462676,1.4082768356,76.434054277,1.2945139914,73.896845411,78.971263143,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,16,80.60214149,1.4080975749,76.462035393,1.2943232467,73.925200382,78.998870405,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,17,80.633120552,1.4079106069,76.490284385,1.2941242951,73.953839312,79.026729458,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,18,80.664385672,1.4077164974,76.518788766,1.2939177416,73.982748532,79.054829,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,19,80.695922663,1.4075158138,76.547536052,1.2937041925,74.011914368,79.083157736,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,20,80.727717334,1.4073091232,76.576513756,1.2934842544,74.041323144,79.111704368,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,21,80.759755497,1.4070969916,76.605709394,1.2932585322,74.070961191,79.140457597,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,22,80.792022962,1.4068799823,76.635110479,1.2930276282,74.100814841,79.169406118,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,23,80.82450554,1.4066586546,76.664704528,1.2927921405,74.130870439,79.198538617,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,24,80.857189043,1.4064335631,76.694479054,1.292552662,74.161114335,79.227843772,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,25,80.890059281,1.4062052559,76.724421571,1.2923097789,74.191532897,79.257310246,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,26,80.923102065,1.4059742739,76.754519596,1.2920640694,74.222112504,79.286926687,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,27,80.956303205,1.4057411496,76.784760641,1.2918161032,74.252839556,79.316681726,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,28,80.989648513,1.4055064063,76.815132222,1.2915664395,74.28370047,79.346563974,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,29,81.0231238,1.4052705567,76.845621854,1.2913156267,74.314681687,79.37656202,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,30,81.056714876,1.4050341022,76.87621705,1.291064201,74.345769671,79.406664429,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,31,81.090407552,1.4047975321,76.906905326,1.2908126855,74.376950909,79.436859742,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,32,81.12418764,1.4045613225,76.937674196,1.2905615894,74.408211921,79.467136472,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,33,81.158040949,1.4043259356,76.968511175,1.2903114068,74.43953925,79.4974831,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,34,81.191953292,1.4040918192,76.999403778,1.2900626165,74.470919474,79.527888081,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,35,81.225910478,1.4038594053,77.030339518,1.2898156804,74.502339202,79.558339834,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,36,81.259898319,1.4036291102,77.061305911,1.2895710434,74.533785076,79.588826746,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,37,81.293902625,1.4034013333,77.092290472,1.2893291326,74.565243775,79.619337169,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,38,81.327909208,1.4031764568,77.123280714,1.2890903563,74.596702011,79.649859417,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,39,81.361903878,1.402954845,77.154264153,1.2888551039,74.628146538,79.680381768,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,40,81.395872446,1.4027368438,77.185228303,1.288623745,74.659564144,79.710892461,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,41,81.429800724,1.4025227804,77.216160678,1.2883966291,74.69094166,79.741379696,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,42,81.463674521,1.4023129627,77.247048794,1.2881740849,74.722265956,79.771831632,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,43,81.497479648,1.4021076791,77.277880165,1.2879564202,74.753523944,79.802236387,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,44,81.531201918,1.4019071978,77.308642306,1.2877439214,74.784702575,79.832582036,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,45,81.56482714,1.4017117672,77.33932273,1.2875368533,74.815788847,79.862856613,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,46,81.598341125,1.401521615,77.369908954,1.2873354587,74.846769798,79.893048109,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,47,81.631729684,1.4013369483,77.40038849,1.2871399581,74.87763251,79.923144471,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,48,81.664978629,1.4011579535,77.430748855,1.28695055,74.908364109,79.953133601,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,49,81.698073769,1.4009847962,77.460977563,1.2867674103,74.938951765,79.98300336,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,50,81.731000917,1.4008176209,77.491062127,1.2865906925,74.969382691,80.012741563,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,51,81.763745882,1.4006565515,77.520990064,1.2864205276,74.999644146,80.042335982,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,52,81.796294476,1.4005016908,77.550748887,1.2862570243,75.029723431,80.071774343,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,53,81.828632509,1.4003531209,77.580326111,1.2861002689,75.05960789,80.101044331,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,54,81.860745792,1.4002109033,77.60970925,1.2859503256,75.089284915,80.130133586,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,55,81.892620137,1.4000750792,77.63888582,1.2858072366,75.118741935,80.159029706,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,56,81.924241354,1.3999456693,77.667843335,1.2856710224,75.147966425,80.187720245,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,57,81.955595253,1.3998226747,77.69656931,1.2855416821,75.176945903,80.216192717,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,58,81.986667647,1.3997060768,77.725051258,1.2854191938,75.205667925,80.244434592,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,59,82.017444345,1.3995958376,77.753276696,1.2853035149,75.23412009,80.272433302,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,60,82.047911159,1.3994919007,77.781233137,1.2851945825,75.262290035,80.300176238,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,61,82.07805647,1.3993941734,77.808910354,1.2850922954,75.290167732,80.327652976,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,62,82.107878945,1.3993024808,77.836307157,1.2849964658,75.317752358,80.354861956,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,63,82.137379822,1.399216632,77.863424614,1.2849068887,75.345045383,80.381803845,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,64,82.166560338,1.3991364394,77.890263792,1.2848233626,75.37204827,80.408479314,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,65,82.19542173,1.3990617188,77.916825758,1.2847456897,75.398762473,80.434889044,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,66,82.223965237,1.3989922891,77.943111581,1.2846736758,75.425189441,80.461033722,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,67,82.252192095,1.3989279725,77.969122329,1.28460713,75.451330616,80.486914041,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,68,82.280103542,1.3988685946,77.994859068,1.2845458648,75.477187433,80.512530702,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,69,82.307700816,1.398813984,78.020322867,1.2844896964,75.502761321,80.537884413,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,70,82.334985154,1.3987639727,78.045514793,1.2844384442,75.5280537,80.562975886,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,71,82.361957794,1.3987183956,78.070435914,1.284391931,75.553065986,80.587805843,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,72,82.388619974,1.3986770908,78.095087299,1.284349983,75.577799587,80.612375011,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,73,82.41497293,1.3986398997,78.119470013,1.2843124298,75.602255904,80.636684122,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,74,82.441017901,1.3986066664,78.143585126,1.284279104,75.626436335,80.660733917,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,75,82.466756123,1.3985772384,78.167433705,1.2842498418,75.650342266,80.684525143,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,76,82.492188835,1.398551466,78.191016817,1.2842244824,75.673975082,80.708058552,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,77,82.517317274,1.3985292026,78.214335531,1.2842028683,75.697336159,80.731334903,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,78,82.542142678,1.3985103043,78.237390914,1.2841848451,75.720426867,80.75435496,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,79,82.566666283,1.3984946304,78.260184033,1.2841702616,75.74324857,80.777119497,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,80,82.590889328,1.398482043,78.282715957,1.2841589697,75.765802625,80.799629289,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,81,82.614813051,1.398472407,78.304987753,1.2841508242,75.788090386,80.82188512,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,82,82.638438688,1.3984655903,78.327000489,1.2841456833,75.810113199,80.84388778,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,83,82.661767477,1.3984614633,78.348755233,1.2841434078,75.831872402,80.865638064,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,84,82.684800656,1.3984598996,78.370253052,1.2841438619,75.853369331,80.887136773,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,85,82.707539462,1.3984607751,78.391495014,1.2841469124,75.874605314,80.908384713,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,86,82.729985133,1.3984639688,78.412482186,1.2841524291,75.895581674,80.929382699,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,87,82.752138907,1.3984693622,78.433215637,1.2841602849,75.916299728,80.950131547,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,88,82.77400202,1.3984768393,78.453696434,1.2841703554,75.936760787,80.970632082,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,89,82.795575711,1.3984862871,78.473925646,1.2841825189,75.956966158,80.990885133,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,90,82.816861216,1.3984975949,78.493904338,1.2841966566,75.976917141,81.010891535,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,91,82.837859774,1.3985106547,78.51363358,1.2842126526,75.996615031,81.030652129,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,92,82.858572623,1.398525361,78.533114439,1.2842303936,76.016061118,81.050167759,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,93,82.879000998,1.3985416109,78.552347982,1.2842497689,76.035256687,81.069439278,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,94,82.899146139,1.3985593037,78.571335278,1.2842706707,76.054203016,81.088467541,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,95,82.919009283,1.3985783416,78.590077394,1.2842929936,76.07290138,81.107253409,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,96,82.938591666,1.3985986288,78.608575398,1.2843166349,76.091353047,81.125797749,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,97,82.957894528,1.3986200721,78.626830357,1.2843414947,76.109559282,81.144101433,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,98,82.976919104,1.3986425806,78.64484334,1.2843674752,76.127521344,81.162165336,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,99,82.995666634,1.3986660659,78.662615414,1.2843944814,76.145240486,81.179990341,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,100,83.014138354,1.3986904416,78.680147646,1.2844224207,76.162717958,81.197577334,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,101,83.032335501,1.3987156239,78.697441104,1.2844512031,76.179955004,81.214927205,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,102,83.050259314,1.398741531,78.714496857,1.2844807408,76.196952864,81.23204085,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,103,83.06791103,1.3987680834,78.731315971,1.2845109484,76.213712772,81.248919171,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,104,83.085291886,1.3987952038,78.747899515,1.284541743,76.230235959,81.265563071,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,105,83.102403121,1.3988228172,78.764248556,1.2845730439,76.246523652,81.281973461,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,106,83.11924597,1.3988508504,78.780364162,1.2846047728,76.26257707,81.298151255,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,107,83.135821673,1.3988792326,78.796247401,1.2846368536,76.278397431,81.314097371,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,108,83.152131467,1.398907895,78.81189934,1.2846692125,76.293985948,81.329812732,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,109,83.168176588,1.3989367708,78.827321047,1.2847017777,76.309343828,81.345298266,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,110,83.183958276,1.3989657952,78.84251359,1.2847344798,76.324472275,81.360554904,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,111,83.199477766,1.3989949056,78.857478036,1.2847672515,76.33937249,81.375583582,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,112,83.214736297,1.399024041,78.872215453,1.2848000275,76.354045668,81.390385239,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,113,83.229735107,1.3990531426,78.88672691,1.2848327446,76.368492999,81.40496082,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,114,83.244475432,1.3990821535,78.901013472,1.2848653419,76.382715672,81.419311273,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,115,83.258958511,1.3991110186,78.91507621,1.2848977602,76.396714871,81.433437549,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,116,83.27318558,1.3991396848,78.928916189,1.2849299424,76.410491773,81.447340604,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,117,83.287157878,1.3991681005,78.942534478,1.2849618335,76.424047557,81.461021398,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,118,83.300876642,1.3991962163,78.955932144,1.2849933803,76.437383392,81.474480896,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,119,83.31434311,1.3992239843,78.969110255,1.2850245315,76.450500448,81.487720062,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,120,83.327558518,1.3992513584,78.98206988,1.2850552377,76.463399889,81.50073987,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,121,83.340524105,1.3992782944,78.994812084,1.2850854514,76.476082876,81.513541293,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,122,83.353241108,1.3993047495,79.007337938,1.285115127,76.488550566,81.526125309,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,123,83.365710765,1.3993306829,79.019648507,1.2851442204,76.500804113,81.5384929,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,124,83.377934313,1.3993560551,79.031744859,1.2851726895,76.512844667,81.550645052,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,125,83.389912989,1.3993808284,79.043628063,1.2852004939,76.524673375,81.562582752,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,126,83.401648032,1.3994049668,79.055299187,1.285227595,76.536291381,81.574306992,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,127,83.413140679,1.3994284356,79.066759297,1.2852539556,76.547699825,81.585818768,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,128,83.424392167,1.3994512019,79.078009461,1.2852795405,76.558899844,81.597119078,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,129,83.435403733,1.3994732341,79.089050748,1.2853043159,76.569892572,81.608208924,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,130,83.446176616,1.3994945021,79.099884225,1.2853282496,76.58067914,81.61908931,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,131,83.456712053,1.3995149776,79.110510959,1.2853513111,76.591260674,81.629761245,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,132,83.467011282,1.3995346333,79.120932019,1.2853734714,76.6016383,81.640225738,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
2,133,83.477075539,1.3995534436,79.131148472,1.285394703,76.61181314,81.650483804,ARTm,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Mean Arterial Pressure (mmHg),MAP (mmHg)
