wdy_donation,TimeFromTransfusion,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,VitalParam,CompFactor,CompName,VitalName,YLabel
2,26,9.3172799377,1.6300133332,6.4940534351,1.648269223,3.2634892877,9.7246175824,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,27,9.3201355674,1.6299323616,6.4961749992,1.6481916456,3.2657629014,9.726587097,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,28,9.3230161753,1.6298508628,6.4983114722,1.6481135759,3.268052389,9.7285705554,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,29,9.3259199154,1.629769013,6.5004616277,1.6480351842,3.2703561901,9.7305670653,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,30,9.3288449418,1.6296869847,6.5026242393,1.6479566372,3.2726727518,9.7325757268,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,31,9.3317894083,1.6296049459,6.5047980805,1.6478780971,3.2750005294,9.7345956316,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,32,9.334751469,1.6295230601,6.5069819249,1.6477997219,3.2773379872,9.7366258626,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,33,9.3377292777,1.6294414858,6.509174546,1.6477216647,3.2796835984,9.7386654936,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,34,9.3407209885,1.6293603765,6.5113747174,1.6476440736,3.2820358464,9.7407135885,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,35,9.3437247553,1.6292798802,6.5135812127,1.6475670915,3.2843932245,9.742769201,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,36,9.3467387322,1.6292001395,6.5157928055,1.647490856,3.2867542368,9.7448313741,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,37,9.3497610729,1.629121291,6.5180082692,1.6474154988,3.2891173987,9.7468991397,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,38,9.3527899316,1.6290434654,6.5202263775,1.6473411459,3.2914812366,9.7489715183,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,39,9.3558234622,1.6289667871,6.5224459039,1.6472679173,3.2938442891,9.7510475186,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,40,9.3588598186,1.6288913743,6.524665622,1.6471959268,3.2962051068,9.7531261372,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,41,9.3618971548,1.6288173385,6.5268843053,1.6471252818,3.2985622525,9.7552063581,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,42,9.3649336248,1.6287447847,6.5291007275,1.6470560833,3.3009143019,9.7572871531,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,43,9.3679673825,1.628673811,6.531313662,1.6469884257,3.3032598434,9.7593674806,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,44,9.3709965819,1.6286045089,6.5335218825,1.6469223968,3.3055974787,9.7614462862,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,45,9.374019377,1.6285369627,6.5357241624,1.6468580776,3.3079258226,9.7635225023,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,46,9.3770339217,1.6284712496,6.5379192755,1.6467955423,3.3102435032,9.7655950477,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,47,9.38003837,1.6284074401,6.5401059951,1.6467348582,3.3125491622,9.767662828,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,48,9.3830308759,1.6283455971,6.542283095,1.6466760855,3.3148414549,9.7697247351,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,49,9.3860095933,1.6282857767,6.5444493486,1.6466192778,3.3171190501,9.7717796471,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,50,9.3889726761,1.6282280277,6.5466035295,1.6465644815,3.3193806303,9.7738264287,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,51,9.3919182785,1.6281723917,6.5487444113,1.6465117361,3.3216248916,9.7758639309,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,52,9.3948445542,1.6281189034,6.5508707675,1.6464610742,3.3238505439,9.7778909912,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,53,9.3977496573,1.62806759,6.5529813718,1.6464125215,3.3260563101,9.7799064334,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,54,9.4006317417,1.628018472,6.5550749976,1.6463660969,3.3282409271,9.7819090681,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,55,9.4034889615,1.6279715628,6.5571504185,1.6463218123,3.3304031446,9.7838976925,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,56,9.4063194705,1.6279268688,6.5592064081,1.6462796733,3.3325417256,9.7858710906,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,57,9.4091214228,1.6278843899,6.56124174,1.6462396785,3.3346554462,9.7878280338,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,58,9.4118929723,1.627844119,6.5632551877,1.6462018203,3.336743095,9.7897672805,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,59,9.4146322729,1.6278060427,6.5652455248,1.6461660847,3.338803473,9.7916875767,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,60,9.4173374786,1.627770141,6.5672115249,1.6461324513,3.3408353935,9.7935876562,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,61,9.420007077,1.6277363818,6.5691521847,1.6461008881,3.3428379164,9.795466453,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,62,9.4226408898,1.6277047044,6.5710673944,1.6460713362,3.344811047,9.7973237417,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,63,9.4252390723,1.6276750431,6.5729572671,1.6460437314,3.3467550243,9.7991595098,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,64,9.4278017798,1.627647333,6.5748219162,1.6460180108,3.3486700851,9.8009737473,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,65,9.4303291677,1.6276215104,6.576661455,1.6459941126,3.3505564638,9.8027664462,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,66,9.4328213911,1.627597513,6.5784759968,1.645971976,3.3524143927,9.8045376008,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,67,9.4352786055,1.6275752795,6.5802656548,1.6459515414,3.354244102,9.8062872076,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,68,9.4377009662,1.6275547495,6.5820305423,1.6459327504,3.3560458194,9.8080152652,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,69,9.4400886284,1.6275358641,6.5837707727,1.6459155455,3.357819771,9.8097217745,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,70,9.4424417474,1.6275185653,6.5854864593,1.6458998705,3.3595661802,9.8114067384,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,71,9.4447604786,1.6275027964,6.5871777152,1.64588567,3.3612852686,9.8130701619,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,72,9.4470449773,1.6274885014,6.5888446539,1.64587289,3.3629772559,9.814712052,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,73,9.4492953987,1.6274756258,6.5904873886,1.6458614772,3.3646423593,9.8163324179,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,74,9.4515118983,1.627464116,6.5921060326,1.6458513796,3.3662807943,9.8179312709,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,75,9.4536946312,1.6274539194,6.5937006992,1.6458425461,3.3678927743,9.8195086241,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,76,9.4558437528,1.6274449844,6.5952715016,1.6458349267,3.3694785106,9.8210644927,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,77,9.4579594184,1.6274372607,6.5968185532,1.6458284723,3.3710382126,9.8225988939,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,78,9.4600417834,1.6274306988,6.5983419673,1.6458231349,3.3725720879,9.8241118468,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,79,9.4620910029,1.6274252502,6.5998418572,1.6458188675,3.3740803418,9.8256033725,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,80,9.4641072324,1.6274208675,6.6013183361,1.6458156238,3.3755631782,9.827073494,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,81,9.4660906271,1.6274175043,6.6027715173,1.645813359,3.3770207985,9.8285222361,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,82,9.4680413424,1.6274151151,6.6042015142,1.6458120286,3.3784534028,9.8299496255,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,83,9.4699595335,1.6274136555,6.6056084399,1.6458115896,3.3798611889,9.8313556909,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,84,9.4718453558,1.6274130818,6.6069924079,1.6458119997,3.3812443532,9.8327404627,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,85,9.4736989645,1.6274133516,6.6083535314,1.6458132175,3.3826030899,9.834103973,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,86,9.475520515,1.6274144232,6.6096919237,1.6458152025,3.3839375916,9.8354462559,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,87,9.4773101625,1.6274162558,6.6110076981,1.6458179153,3.3852480491,9.8367673471,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,88,9.4790680625,1.6274188097,6.6123009679,1.645821317,3.3865346515,9.8380672843,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,89,9.4807943701,1.627422046,6.6135718463,1.64582537,3.3877975861,9.8393461065,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,90,9.4824892408,1.6274259266,6.6148204467,1.6458300374,3.3890370385,9.8406038549,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,91,9.4841528297,1.6274304145,6.6160468823,1.6458352831,3.3902531927,9.8418405719,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,92,9.4857852923,1.6274354734,6.6172512665,1.6458410719,3.391446231,9.843056302,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,93,9.4873867838,1.627441068,6.6184337125,1.6458473695,3.392616334,9.8442510911,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,94,9.4889574595,1.6274471636,6.6195943337,1.6458541423,3.3937636806,9.8454249868,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,95,9.4904974747,1.6274537267,6.6207332433,1.6458613577,3.3948884483,9.8465780383,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,96,9.4920069848,1.6274607244,6.6218505545,1.6458689836,3.3959908128,9.8477102963,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,97,9.493486145,1.6274681247,6.6229463808,1.6458769892,3.3970709485,9.8488218132,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,98,9.4949351107,1.6274758963,6.6240208354,1.645885344,3.3981290279,9.8499126429,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,99,9.4963540371,1.6274840088,6.6250740315,1.6458940185,3.3991652223,9.8509828408,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,100,9.4977430796,1.6274924327,6.6261060826,1.6459029839,3.4001797012,9.852032464,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,101,9.4991023935,1.627501139,6.6271171018,1.6459122124,3.4011726329,9.8530615707,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,102,9.5004321341,1.6275100998,6.6281072024,1.6459216766,3.402144184,9.8540702209,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,103,9.5017324566,1.6275192877,6.6290764978,1.64593135,3.4030945198,9.8550584759,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,104,9.5030035165,1.6275286761,6.6300251013,1.6459412069,3.404023804,9.8560263986,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,105,9.504245469,1.6275382394,6.6309531261,1.6459512222,3.404932199,9.8569740531,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,106,9.5054584693,1.6275479522,6.6318606855,1.6459613716,3.4058198659,9.8579015051,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,107,9.5066426729,1.6275577905,6.6327478928,1.6459716314,3.4066869641,9.8588088215,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,108,9.507798235,1.6275677304,6.6336148613,1.6459819788,3.4075336521,9.8596960706,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,109,9.508925311,1.627577749,6.6344617044,1.6459923915,3.4083600866,9.8605633221,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,110,9.5100240561,1.6275878241,6.6352885352,1.6460028478,3.4091664233,9.8614106471,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,111,9.5110946256,1.6275979342,6.6360954671,1.6460133269,3.4099528164,9.8622381178,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,112,9.5121371749,1.6276080584,6.6368826134,1.6460238085,3.410719419,9.8630458077,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,113,9.5131518593,1.6276181763,6.6376500873,1.646034273,3.4114663827,9.8638337919,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,114,9.514138834,1.6276282686,6.6383980022,1.6460447015,3.4121938581,9.8646021463,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,115,9.5150982544,1.6276383161,6.6391264713,1.6460550756,3.4129019944,9.8653509483,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,116,9.5160302758,1.6276483008,6.639835608,1.6460653775,3.4135909396,9.8660802764,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,117,9.5169350535,1.6276582048,6.6405255255,1.6460755901,3.4142608406,9.8667902105,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,118,9.5178127427,1.6276680112,6.6411963372,1.646085697,3.414911843,9.8674808314,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,119,9.5186634989,1.6276777036,6.6418481562,1.6460956822,3.4155440913,9.8681522211,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,120,9.5194874773,1.627687266,6.642481096,1.6461055304,3.4161577289,9.8688044631,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,121,9.5202848332,1.6276966834,6.6430952697,1.6461152268,3.4167528979,9.8694376415,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,122,9.5210557219,1.6277059409,6.6436907907,1.6461247572,3.4173297396,9.8700518419,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,123,9.5218002988,1.6277150246,6.6442677724,1.646134108,3.4178883939,9.8706471508,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,124,9.5225187191,1.6277239208,6.6448263278,1.6461432661,3.4184289998,9.8712236558,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,125,9.5232111381,1.6277326168,6.6453665705,1.6461522189,3.4189516952,9.8717814457,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,126,9.5238777112,1.6277410999,6.6458886136,1.6461609544,3.4194566169,9.8723206102,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,127,9.5245185937,1.6277493584,6.6463925704,1.6461694611,3.4199439008,9.8728412401,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,128,9.5251339408,1.6277573809,6.6468785543,1.6461777281,3.4204136816,9.873343427,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,129,9.5257239079,1.6277651566,6.6473466785,1.6461857449,3.4208660932,9.8738272639,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,130,9.5262886503,1.6277726752,6.6477970563,1.6461935014,3.4213012684,9.8742928443,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,131,9.5268283233,1.6277799267,6.6482298011,1.6462009883,3.4217193391,9.8747402631,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,132,9.5273430822,1.627786902,6.648645026,1.6462081964,3.4221204362,9.8751696158,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,133,9.5278330823,1.6277935922,6.6490428444,1.6462151173,3.4225046899,9.875580999,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,134,9.5282984789,1.6277999889,6.6494233697,1.6462217429,3.4228722291,9.8759745103,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,135,9.5287394273,1.6278060843,6.649786715,1.6462280656,3.423223182,9.8763502479,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,136,9.5291560828,1.6278118708,6.6501329936,1.6462340783,3.4235576761,9.8767083111,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,137,9.5295486008,1.6278173416,6.6504623189,1.6462397741,3.4238758377,9.8770488001,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,138,9.5299171365,1.6278224902,6.6507748042,1.6462451468,3.4241777926,9.8773718159,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
2,139,9.5302618453,1.6278273104,6.6510705627,1.6462501907,3.4244636653,9.8776774601,VE,wdy_donation,Weekday of Donation,Vital Parameter Trajectory: Minute Ventilation (L/min),VE (L/min)
